S1_Temp,S2_Temp,S3_Temp,S4_Temp,S3_Light,S4_Light,S4_Sound,S6_PIR,S7_PIR,day_type,Time_of_day,Room_Occupancy_Count
25.56,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.81,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.56,25.56,25.19,25.94,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.81,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.81,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.81,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.81,0,0,0.07,0,0,1,2,0
25.56,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.81,0,0,0.05,0,0,1,2,0
25.56,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.88,0,0,0.07,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.81,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.81,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.81,0,0,0.07,0,0,1,2,0
25.56,25.56,25.13,25.81,0,0,0.06,0,0,1,2,0
25.56,25.5,25.13,25.81,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.94,0,0,0.06,0,0,1,2,0
25.56,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.81,0,0,0.07,0,0,1,2,0
25.56,25.5,25.13,25.81,0,0,0.05,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.94,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.94,0,0,0.06,0,0,1,2,0
25.56,25.5,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.56,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.07,0,0,1,2,0
25.5,25.5,25.06,25.94,0,0,0.06,0,0,1,2,0
25.5,25.56,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.07,0,0,1,2,0
25.5,25.5,25.13,25.94,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.07,0,0,1,2,0
25.5,25.5,25.06,25.94,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.13,25.88,0,0,0.07,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.07,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.13,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.07,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.81,0,0,0.07,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.07,0,0,1,2,0
25.44,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.88,0,0,0.07,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.88,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.81,0,0,0.08,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.44,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.75,0,0,0.08,0,0,1,2,0
25.44,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.75,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.75,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.81,0,0,0.07,0,0,1,2,0
25.44,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.5,25.5,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25.06,25.75,0,0,0.06,0,0,1,2,0
25.44,25.5,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.5,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25.06,25.75,0,0,0.06,0,0,1,2,0
25.44,25.5,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25.06,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.69,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.69,0,0,0.06,0,0,1,2,0
25.5,25.5,25,25.75,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.69,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.5,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.5,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25.06,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.07,0,0,1,2,0
25.44,25.44,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.5,25,25.75,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25.06,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25.06,25.88,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.05,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.69,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.69,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.69,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.69,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.38,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.07,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.06,0,0,1,2,0
25.44,25.44,24.94,25.75,0,0,0.06,0,0,1,2,0
25.38,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.38,25.44,25,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,24.94,25.75,0,0,0.06,0,0,1,2,0
25.44,25.44,25,25.81,0,0,0.05,0,0,1,2,0
25.44,25.44,24.94,25.81,0,0,0.07,0,0,1,2,0
25.44,25.44,24.94,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.81,0,0,0.06,0,0,0,0,0
25.38,25.38,25,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.75,0,0,0.07,0,0,0,0,0
25.44,25.44,25,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.44,25.44,25,25.75,0,0,0.06,0,0,0,0,0
25.44,25.44,25,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.75,0,0,0.07,0,0,0,0,0
25.38,25.38,25,25.75,0,0,0.07,0,0,0,0,0
25.38,25.44,25,25.75,0,0,0.06,0,0,0,0,0
25.44,25.44,25,25.75,0,0,0.07,0,0,0,0,0
25.38,25.44,25,25.75,0,0,0.05,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.44,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.81,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.07,0,0,0,0,0
25.38,25.44,25,25.75,0,0,0.07,0,0,0,0,0
25.44,25.44,24.94,25.81,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.81,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.81,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.81,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.81,0,0,0.07,0,0,0,0,0
25.44,25.44,24.94,25.81,0,0,0.06,0,0,0,0,0
25.38,25.38,25,25.88,0,0,0.06,0,0,0,0,0
25.38,25.38,25,25.88,0,0,0.06,0,0,0,0,0
25.38,25.44,25,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.81,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.07,0,0,0,0,0
25.38,25.44,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.63,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.31,25.38,24.94,25.63,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.63,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.63,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.63,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.07,0,0,0,0,0
25.31,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.44,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.05,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.07,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.94,25.69,0,0,0.06,0,0,0,0,0
25.31,25.38,24.94,25.81,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.81,0,0,0.05,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.05,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.81,0,0,0.07,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.81,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.94,25.81,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.07,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.07,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.05,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.94,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.07,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.07,0,0,0,0,0
25.31,25.38,24.88,25.81,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.05,0,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.07,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.07,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.05,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.88,0,0,0.07,0,0,0,0,0
25.38,25.38,24.88,25.81,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.81,0,0,0.06,0,0,0,0,0
25.38,25.38,24.94,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0.05,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.07,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0.05,0,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.38,25.31,24.88,25.81,0,0,0.07,0,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.38,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.05,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.07,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.81,0,0,0.08,0,0,0,0,0
25.31,25.31,24.81,25.81,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.07,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.07,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.05,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.07,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.81,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.07,0,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0.07,0,0,0,0,0
25.31,25.31,24.81,25.81,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.07,0,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.38,25.31,24.88,25.69,0,0,0.05,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.06,0,0,0,0,0
25.38,25.31,24.81,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.05,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.81,0,0,0.06,0,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.06,0,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0.05,0,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0.07,0,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0.05,0,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0.07,0,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0.07,0,0,0,0,0
